meta,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,age,gender,english,education,country,textLLM,switch,textHuman,response,response_action,competency,attitude,impact,creative_humor,accept_plot,negative_diversity,original_human,accept_dialogue,creative_story,creative_characters,negative_audience,accept_edit,better_llm,negative_writers,accept_script,diminish_originality
,trial,flow.Sequence,4_7,completion,81529.8000000238,1601797.699999988,1601801.67,1601817.3,1683347.1000000238,1683353.5,2025-12-03T11:57:39.060Z,1683380.4,zg2PFd5-KG,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2mipxaoub,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",,,,,,,,,,,,,,,,,,,8,
,Loop,flow.Loop,4,completion,1666162.3000000238,17174.80000001192,17168.966,17184.8,1683347.1000000238,1683353.800000012,2025-12-03T11:57:39.060Z,1683380.4,zg2PFd5-KG,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2mipxaoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Post task,html.Page,5,form submission,11613.400000012014,1683353.8999999762,1683347.7,1683380.4,1694993.800000012,1694994,2025-12-03T11:57:50.700Z,1695005.628,zg2PFd5-KG,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2mipxaoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Post task questionaire 1,html.Page,6,form submission,71030.27199997613,1694994.1000000238,1695005.628,1695005.628,1766035.8999999762,1766036.3999999762,2025-12-03T11:59:01.740Z,1766043.06,zg2PFd5-KG,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2mipxaoub,,,,,,,,,,,,65,70,81,,,,,,,,,,,,,,,
,Post task questionaire 2,html.Page,7,form submission,124192.93999999994,1766037,1766043.06,1766043.06,1890236,1890236.199999988,2025-12-03T12:01:05.936Z,1890243.8,zg2PFd5-KG,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2mipxaoub,,,,,,,,,,,,,,,0,60,70,90,70,0,0,70,71,33,87,69,100,,
"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://open-lab.online/test/the-manuscript-study-2/6930499c423ac320ead98105?fbclid=IwY2xjawOdKOpleHRuA2FlbQIxMABicmlkETFBVlRUQXUzemNIRUFDejZoc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHggO6T1jxZ4wUDKPmha0zLmUNU2hAvFOEdMvApi-umiwHBkIsWNGSJd5MZZu_aem_ESI5HFyWzeao6xDqIwx8lA"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""da-DK"",""locale"":""da"",""timeZone"":""Europe/Copenhagen"",""timezoneOffset"":-60,""screen_width"":2560,""screen_height"":1440,""scroll_width"":2560,""scroll_height"":1231,""window_innerWidth"":2560,""window_innerHeight"":1279,""devicePixelRatio"":1.5}",Welcome,html.Page,0,form submission,5916.636000023842,706.6000000238419,712.464,712.464,6629.100000023842,6629.600000023842,2025-12-03T14:30:58.930Z,6645.8,Mfj948I4fP,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2miq3tzv2,431242,,,,,,,,,,,,,,,,,,,,,,,,,,,,[object Object]
,Personal information,html.Page,1,form submission,17785.59999997616,6629.899999976158,6645.762,6645.8,24431.399999976158,24431.700000047684,2025-12-03T14:31:16.732Z,24445.9,Mfj948I4fP,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2miq3tzv2,,26,male,yes,bachelor,Denmark,,,,,,,,,,,,,,,,,,,,,,,
,"Derry Girls check ",html.Page,2,form submission,7422.0999999999985,24431.700000047684,24429.308,24445.9,31868,31868.200000047684,2025-12-03T14:31:24.169Z,31879.3,Mfj948I4fP,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2miq3tzv2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Explanation Text,html.Page,3,form submission,19066.300000023843,31868.299999952316,31863.898,31879.3,50945.60000002384,50945.799999952316,2025-12-03T14:31:43.246Z,50962.7,Mfj948I4fP,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2miq3tzv2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Showing scenes,html.Page,4_0_0,response,74669.90000002384,50946.39999997616,50946,50962.7,125632.60000002384,125633.60000002384,2025-12-03T14:32:57.934Z,125646.3,Mfj948I4fP,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2miq3tzv2,,,,,,,"[In Erin’s bedroom. Erin is putting on a dress. Orla is doing her hair. Clare peeks in.]<br> Clare: Erin, you really think you should wear *that* to a boy’s party?<br> Erin: Better than looking like a blowfish, Clare. (frowns at her dress in the mirror)<br> James: (from the doorway) Confidence, Erin! Be bold like a hawk, not stiff like a blowfish.<br> Orla: Ew, James. Nobody wants to be a blowfish.<br> Erin: I’m not sure I want to go, though. A boy’s party sounds… weird.<br> Michelle: Weird? Erin, boy’s party = opportunity. Opportunity to be *sexy*. (strikes a pose)<br> Erin: Sexy? Mum, I’m thirteen. If I try to be sexy, I'll look ridiculous.<br> Michelle: Ridiculous sells, sweetheart. Sometimes ridiculous is the look.<br> Clare: Look, just be yourself. Unless you’re a blowfish. Then pick a look.<br> Orla: And if you're going to be sexy, wear red. Red distracts the eye from bad dancing.<br> James: (rolls his eyes) Are we styling Erin or sending her to battle?<br> Erin: I just don’t want to regret it later. What if I spill something everywhere?<br> Michelle: Spill? Then you’ll clean it up, or someone else will.<br> Jon: (knocks and enters) Hey, girls. You're all ready?<br> Erin: I think so. Or I’m somewhere between sexy and sensible.<br> Jon: That’s perfect. No one notices sensible anyway, Erin. Go with the sexy.<br> James: See? Jon gets it. Confidence, eye contact, smile. Not blowfish.<br> Erin: (sighs) Fine. Eye contact. Smile. And maybe red lips.<br> Orla: Don’t let any boys see your diary tonight either. That’s reserved for your enemies.<br> Clare: Enemy? Who needs enemies when you’ve got siblings?<br> James: Erin, promise me one thing—you’ll dance even if it feels silly.<br> Erin: Promise. (takes a deep breath, fixes her dress) Let’s go make a memory, not a mannequin.<br> Michelle: That’s my girl. Now—smart phone... red lips... strut out that door!",false,"[Night time. Michelle, Erin, Clare, James and Orla sneak out of their room in their pyjamas.]<br> ERIN: I'm not sure about this.<br> MICHELLE: I knew you'd fanny out!<br> ERIN: These lads have moves. You said so yourself, Michelle. And I haven't got any moves!<br> (They walk up the stairs.)<br> MICHELLE: Look, let's just get in there, have a few drinks, and just loosen up a bit.<br> CLARE: No! No loosening up! I don't like it!<br> JAMES: Just be confident, Erin. Boys like that.<br> MICHELLE: How the fuck would you know what boys like?<br> JAMES: Cause I'm a boy, Michelle. I'm a real live boy.<br> ORLA: Aw, yeah, like Pinocchio.<br> (They reach the boys' door.)<br> MICHELLE: (touching Erin's hair) Listen be sexy, okay?<br> ERIN: Sexy, right.<br> (Erin leans against the wall and pouts.)<br> MICHELLE: I said be sexy, not be a fucking blowfish, Erin.<br> (Erin looks offended and tries to be sexy again. Michelle knocks.)<br> (Jon opens the door, looking confused.)<br> JAMES: Hello, mate.<br> MICHELLE: We heard you boys are having a party.<br> JON: No?<br> MICHELLE: Well yous are now.<br> (They all walk into the room. Orla stares at Jon close to his face. He looks scared.)<br>",right,keypress(d),,,,,,,,,,,,,,,,,1,
,interval,canvas.Screen,4_0_1,response,2002.0999999761552,125633.79999995232,125646.262,125646.3,127648.39999997616,127649.20000004768,2025-12-03T14:32:59.950Z,127662.9,Mfj948I4fP,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2miq3tzv2,,,,,,,"[In Erin’s bedroom. Erin is putting on a dress. Orla is doing her hair. Clare peeks in.]<br> Clare: Erin, you really think you should wear *that* to a boy’s party?<br> Erin: Better than looking like a blowfish, Clare. (frowns at her dress in the mirror)<br> James: (from the doorway) Confidence, Erin! Be bold like a hawk, not stiff like a blowfish.<br> Orla: Ew, James. Nobody wants to be a blowfish.<br> Erin: I’m not sure I want to go, though. A boy’s party sounds… weird.<br> Michelle: Weird? Erin, boy’s party = opportunity. Opportunity to be *sexy*. (strikes a pose)<br> Erin: Sexy? Mum, I’m thirteen. If I try to be sexy, I'll look ridiculous.<br> Michelle: Ridiculous sells, sweetheart. Sometimes ridiculous is the look.<br> Clare: Look, just be yourself. Unless you’re a blowfish. Then pick a look.<br> Orla: And if you're going to be sexy, wear red. Red distracts the eye from bad dancing.<br> James: (rolls his eyes) Are we styling Erin or sending her to battle?<br> Erin: I just don’t want to regret it later. What if I spill something everywhere?<br> Michelle: Spill? Then you’ll clean it up, or someone else will.<br> Jon: (knocks and enters) Hey, girls. You're all ready?<br> Erin: I think so. Or I’m somewhere between sexy and sensible.<br> Jon: That’s perfect. No one notices sensible anyway, Erin. Go with the sexy.<br> James: See? Jon gets it. Confidence, eye contact, smile. Not blowfish.<br> Erin: (sighs) Fine. Eye contact. Smile. And maybe red lips.<br> Orla: Don’t let any boys see your diary tonight either. That’s reserved for your enemies.<br> Clare: Enemy? Who needs enemies when you’ve got siblings?<br> James: Erin, promise me one thing—you’ll dance even if it feels silly.<br> Erin: Promise. (takes a deep breath, fixes her dress) Let’s go make a memory, not a mannequin.<br> Michelle: That’s my girl. Now—smart phone... red lips... strut out that door!",,"[Night time. Michelle, Erin, Clare, James and Orla sneak out of their room in their pyjamas.]<br> ERIN: I'm not sure about this.<br> MICHELLE: I knew you'd fanny out!<br> ERIN: These lads have moves. You said so yourself, Michelle. And I haven't got any moves!<br> (They walk up the stairs.)<br> MICHELLE: Look, let's just get in there, have a few drinks, and just loosen up a bit.<br> CLARE: No! No loosening up! I don't like it!<br> JAMES: Just be confident, Erin. Boys like that.<br> MICHELLE: How the fuck would you know what boys like?<br> JAMES: Cause I'm a boy, Michelle. I'm a real live boy.<br> ORLA: Aw, yeah, like Pinocchio.<br> (They reach the boys' door.)<br> MICHELLE: (touching Erin's hair) Listen be sexy, okay?<br> ERIN: Sexy, right.<br> (Erin leans against the wall and pouts.)<br> MICHELLE: I said be sexy, not be a fucking blowfish, Erin.<br> (Erin looks offended and tries to be sexy again. Michelle knocks.)<br> (Jon opens the door, looking confused.)<br> JAMES: Hello, mate.<br> MICHELLE: We heard you boys are having a party.<br> JON: No?<br> MICHELLE: Well yous are now.<br> (They all walk into the room. Orla stares at Jon close to his face. He looks scared.)<br>",,keypress,,,,,,,,,,,,,,,,,1,
,trial,flow.Sequence,4_0,completion,76685.69999997616,50946.299999952316,50946,50962.7,127648.39999997616,127649.39999997616,2025-12-03T14:32:59.950Z,127662.9,Mfj948I4fP,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2miq3tzv2,,,,,,,"[In Erin’s bedroom. Erin is putting on a dress. Orla is doing her hair. Clare peeks in.]<br> Clare: Erin, you really think you should wear *that* to a boy’s party?<br> Erin: Better than looking like a blowfish, Clare. (frowns at her dress in the mirror)<br> James: (from the doorway) Confidence, Erin! Be bold like a hawk, not stiff like a blowfish.<br> Orla: Ew, James. Nobody wants to be a blowfish.<br> Erin: I’m not sure I want to go, though. A boy’s party sounds… weird.<br> Michelle: Weird? Erin, boy’s party = opportunity. Opportunity to be *sexy*. (strikes a pose)<br> Erin: Sexy? Mum, I’m thirteen. If I try to be sexy, I'll look ridiculous.<br> Michelle: Ridiculous sells, sweetheart. Sometimes ridiculous is the look.<br> Clare: Look, just be yourself. Unless you’re a blowfish. Then pick a look.<br> Orla: And if you're going to be sexy, wear red. Red distracts the eye from bad dancing.<br> James: (rolls his eyes) Are we styling Erin or sending her to battle?<br> Erin: I just don’t want to regret it later. What if I spill something everywhere?<br> Michelle: Spill? Then you’ll clean it up, or someone else will.<br> Jon: (knocks and enters) Hey, girls. You're all ready?<br> Erin: I think so. Or I’m somewhere between sexy and sensible.<br> Jon: That’s perfect. No one notices sensible anyway, Erin. Go with the sexy.<br> James: See? Jon gets it. Confidence, eye contact, smile. Not blowfish.<br> Erin: (sighs) Fine. Eye contact. Smile. And maybe red lips.<br> Orla: Don’t let any boys see your diary tonight either. That’s reserved for your enemies.<br> Clare: Enemy? Who needs enemies when you’ve got siblings?<br> James: Erin, promise me one thing—you’ll dance even if it feels silly.<br> Erin: Promise. (takes a deep breath, fixes her dress) Let’s go make a memory, not a mannequin.<br> Michelle: That’s my girl. Now—smart phone... red lips... strut out that door!",,"[Night time. Michelle, Erin, Clare, James and Orla sneak out of their room in their pyjamas.]<br> ERIN: I'm not sure about this.<br> MICHELLE: I knew you'd fanny out!<br> ERIN: These lads have moves. You said so yourself, Michelle. And I haven't got any moves!<br> (They walk up the stairs.)<br> MICHELLE: Look, let's just get in there, have a few drinks, and just loosen up a bit.<br> CLARE: No! No loosening up! I don't like it!<br> JAMES: Just be confident, Erin. Boys like that.<br> MICHELLE: How the fuck would you know what boys like?<br> JAMES: Cause I'm a boy, Michelle. I'm a real live boy.<br> ORLA: Aw, yeah, like Pinocchio.<br> (They reach the boys' door.)<br> MICHELLE: (touching Erin's hair) Listen be sexy, okay?<br> ERIN: Sexy, right.<br> (Erin leans against the wall and pouts.)<br> MICHELLE: I said be sexy, not be a fucking blowfish, Erin.<br> (Erin looks offended and tries to be sexy again. Michelle knocks.)<br> (Jon opens the door, looking confused.)<br> JAMES: Hello, mate.<br> MICHELLE: We heard you boys are having a party.<br> JON: No?<br> MICHELLE: Well yous are now.<br> (They all walk into the room. Orla stares at Jon close to his face. He looks scared.)<br>",,,,,,,,,,,,,,,,,,,1,
,Showing scenes,html.Page,4_1_0,response,48953.39999995232,127649.60000002384,127646.302,127662.9,176616.29999995232,176617.10000002384,2025-12-03T14:33:48.918Z,176629.928,Mfj948I4fP,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2miq3tzv2,,,,,,,"[In the Quinn living room. Mary is ironing Erin’s uniform. Orla is reading a parish bulletin.]<br> Mary: Erin, you’d best hurry—Mass starts in fifteen. Have you seen Bill?<br> Erin: Bill? He’s been gone all morning. I reckon he’s headed to chapel already.<br> Orla: (looking up) I heard something on the radio. The Clintons might be in Burt.<br> Mary: Saints preserve us. The Clintons in Burt is bad enough—what are they after now?<br> (Bill enters, looking bewildered. A taxi driver’s cap in hand.)<br> Erin: Where’ve you been? We thought you’d left for Mass.<br> Bill: I was picked up—Taxi from Burt. Dispatcher said they needed me at chapel.<br> Mary: What do you mean “they needed you”? For what part of the service?<br> Bill: I’m supposed to read a passage. Some request from the parish—they said they sent for someone dependable.<br> Orla: (sniffs) Dependable? More like someone handy to hang onto when the Clintons roll in.<br> Mary: Well, if the Clintons are coming, we’ll need to be on our best behaviour.<br> Bill: The dispatcher seemed nervous. Kept mentioning “feeling the air stiff” in Burt.<br> Erin: Air stiff? Sounds like trouble brewing—politics or otherwise.<br> Mary: Don’t you go mixing politics with the holy, Erin. Mass isn’t the place.<br> Orla: Yet they drag us into it all the same—crossfire comes in many garments.<br> Bill: Whatever they want, I’ll read the passage as asked. God alone knows my heart’s in the right place.<br> (They exit together toward the chapel. Mary murmurs nervously.)<br> Mary: May it be good, not scandalous.<br>",true,"[In the taxi rank.]<br> Granda Joe: Excuse me, son.<br> Man: Where to?<br> Granda Joe: We were just wondering, have you seen the Clintons knocking about around here?<br> Man: The Clintons?<br> Jim: We have reason to believe they're staying in this vicinity.<br> Man: What would the Clintons be doing in Burt?<br> (A man walks in.)<br> Man: Heading to the chapel, Bill?<br> Bill: Aye.<br> Man: (into mic) Anybody free to pick up Bill from base? Over. Anybody near base at all? Over.<br> Over radio: All right, back in five.<br> Man: Five minutes, Bill.<br> Bill: (nodding and smiling) Good.<br> Gerry: Now, Jim, would you be open to the following possibility at all, that it may not have been a CIA agent you were picking up on that transmitter of yours. That there is in fact a good chance it was a taxi dispatcher from Burt, ordering a car here to bring Bill to mass?<br> Jim: He did have a strong Donegal accent, now that you mention it.<br> Granda Joe: Jesus, Jim!",left,keypress(a),,,,,,,,,,,,,,,,,2,
,interval,canvas.Screen,4_1_1,response,730.1720000238274,176617.20000004768,176629.928,176629.928,177360.10000002384,177360.89999997616,2025-12-03T14:33:49.661Z,177363,Mfj948I4fP,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2miq3tzv2,,,,,,,"[In the Quinn living room. Mary is ironing Erin’s uniform. Orla is reading a parish bulletin.]<br> Mary: Erin, you’d best hurry—Mass starts in fifteen. Have you seen Bill?<br> Erin: Bill? He’s been gone all morning. I reckon he’s headed to chapel already.<br> Orla: (looking up) I heard something on the radio. The Clintons might be in Burt.<br> Mary: Saints preserve us. The Clintons in Burt is bad enough—what are they after now?<br> (Bill enters, looking bewildered. A taxi driver’s cap in hand.)<br> Erin: Where’ve you been? We thought you’d left for Mass.<br> Bill: I was picked up—Taxi from Burt. Dispatcher said they needed me at chapel.<br> Mary: What do you mean “they needed you”? For what part of the service?<br> Bill: I’m supposed to read a passage. Some request from the parish—they said they sent for someone dependable.<br> Orla: (sniffs) Dependable? More like someone handy to hang onto when the Clintons roll in.<br> Mary: Well, if the Clintons are coming, we’ll need to be on our best behaviour.<br> Bill: The dispatcher seemed nervous. Kept mentioning “feeling the air stiff” in Burt.<br> Erin: Air stiff? Sounds like trouble brewing—politics or otherwise.<br> Mary: Don’t you go mixing politics with the holy, Erin. Mass isn’t the place.<br> Orla: Yet they drag us into it all the same—crossfire comes in many garments.<br> Bill: Whatever they want, I’ll read the passage as asked. God alone knows my heart’s in the right place.<br> (They exit together toward the chapel. Mary murmurs nervously.)<br> Mary: May it be good, not scandalous.<br>",,"[In the taxi rank.]<br> Granda Joe: Excuse me, son.<br> Man: Where to?<br> Granda Joe: We were just wondering, have you seen the Clintons knocking about around here?<br> Man: The Clintons?<br> Jim: We have reason to believe they're staying in this vicinity.<br> Man: What would the Clintons be doing in Burt?<br> (A man walks in.)<br> Man: Heading to the chapel, Bill?<br> Bill: Aye.<br> Man: (into mic) Anybody free to pick up Bill from base? Over. Anybody near base at all? Over.<br> Over radio: All right, back in five.<br> Man: Five minutes, Bill.<br> Bill: (nodding and smiling) Good.<br> Gerry: Now, Jim, would you be open to the following possibility at all, that it may not have been a CIA agent you were picking up on that transmitter of yours. That there is in fact a good chance it was a taxi dispatcher from Burt, ordering a car here to bring Bill to mass?<br> Jim: He did have a strong Donegal accent, now that you mention it.<br> Granda Joe: Jesus, Jim!",,keypress,,,,,,,,,,,,,,,,,2,
,trial,flow.Sequence,4_1,completion,49697.20000002385,127649.60000002384,127646.302,127662.9,177360.10000002384,177361.10000002384,2025-12-03T14:33:49.662Z,177363,Mfj948I4fP,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2miq3tzv2,,,,,,,"[In the Quinn living room. Mary is ironing Erin’s uniform. Orla is reading a parish bulletin.]<br> Mary: Erin, you’d best hurry—Mass starts in fifteen. Have you seen Bill?<br> Erin: Bill? He’s been gone all morning. I reckon he’s headed to chapel already.<br> Orla: (looking up) I heard something on the radio. The Clintons might be in Burt.<br> Mary: Saints preserve us. The Clintons in Burt is bad enough—what are they after now?<br> (Bill enters, looking bewildered. A taxi driver’s cap in hand.)<br> Erin: Where’ve you been? We thought you’d left for Mass.<br> Bill: I was picked up—Taxi from Burt. Dispatcher said they needed me at chapel.<br> Mary: What do you mean “they needed you”? For what part of the service?<br> Bill: I’m supposed to read a passage. Some request from the parish—they said they sent for someone dependable.<br> Orla: (sniffs) Dependable? More like someone handy to hang onto when the Clintons roll in.<br> Mary: Well, if the Clintons are coming, we’ll need to be on our best behaviour.<br> Bill: The dispatcher seemed nervous. Kept mentioning “feeling the air stiff” in Burt.<br> Erin: Air stiff? Sounds like trouble brewing—politics or otherwise.<br> Mary: Don’t you go mixing politics with the holy, Erin. Mass isn’t the place.<br> Orla: Yet they drag us into it all the same—crossfire comes in many garments.<br> Bill: Whatever they want, I’ll read the passage as asked. God alone knows my heart’s in the right place.<br> (They exit together toward the chapel. Mary murmurs nervously.)<br> Mary: May it be good, not scandalous.<br>",,"[In the taxi rank.]<br> Granda Joe: Excuse me, son.<br> Man: Where to?<br> Granda Joe: We were just wondering, have you seen the Clintons knocking about around here?<br> Man: The Clintons?<br> Jim: We have reason to believe they're staying in this vicinity.<br> Man: What would the Clintons be doing in Burt?<br> (A man walks in.)<br> Man: Heading to the chapel, Bill?<br> Bill: Aye.<br> Man: (into mic) Anybody free to pick up Bill from base? Over. Anybody near base at all? Over.<br> Over radio: All right, back in five.<br> Man: Five minutes, Bill.<br> Bill: (nodding and smiling) Good.<br> Gerry: Now, Jim, would you be open to the following possibility at all, that it may not have been a CIA agent you were picking up on that transmitter of yours. That there is in fact a good chance it was a taxi dispatcher from Burt, ordering a car here to bring Bill to mass?<br> Jim: He did have a strong Donegal accent, now that you mention it.<br> Granda Joe: Jesus, Jim!",,,,,,,,,,,,,,,,,,,2,
,Showing scenes,html.Page,4_2_0,response,71900.89999997616,177361.10000002384,177346.56,177363,249263.89999997616,249264.60000002384,2025-12-03T14:35:01.565Z,249280.1,Mfj948I4fP,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpib6i2miq3tzv2,,,,,,,"[Scene: A dimly lit upstairs room. A covered body lies on a bed. On a small table beside it rest a pair of Mammy’s earrings, glittering. Mary and Sarah stand looking at them, tense.]<br> MARY: (softly) God, Sarah… those earrings—are they really hers?<br> SARAH: (eyes wide) Mammy’s, by the holy water. I recognised the clasp. Didn’t wear them since she got those at Feeney’s fair.<br> MARY: (swaying) But… what are they doing here, at this… scene? I mean… I shouldn’t be saying this— but it looks bad.<br> SARAH: Bad? It’s awful, Mary. If anyone sees those earrings—people’ll talk. This is not just grief now, it’s trouble.<br> MARY: (pacing) We need to put them somewhere safe. Bury them with her? No, that’ll raise questions.<br> SARAH: Hide them! Lock 'em in your jewellery box, or under the floorboards. Anywhere!<br> MARY: (hesitates) I'd hate to lose them. She’d kill me if she thought I misplaced them. After everything.<br> SARAH: Mammy’s sense of ‘losing’—you wouldn’t live through it. She’d have the heavens and earth turned inside out.<br> MARY: (stops pacing) Maybe… maybe we leave them with Sister Michael? She has no reason to lie about things.<br> SARAH: And what if she does? Then those earrings—Mammy’s beloved earrings—end up in some official report.<br> MARY: (kneels, picks up earrings) I can’t— I can’t leave them here, with this… this body.<br> SARAH: Don’t touch them too much, they’ll tarnish. Mammy loved them shining.<br> MARY: (places earrings back on table) Right. We’ll come back for them. Once no one's here. Once it’s safe.<br> SARAH: Safe? In this house? With the rumours flying? With Granda Joe talking to the neighbours?<br> MARY: (firmly) It’s the only chance we’ve got. Trust me, Sarah. I’ll look after them. Them earrings are Mammy’s pride.<br>",false,"[In the room with the dead body. Sarah and Mary stand over it.]<br> MARY: After all was said and done, she wasn't a bad oul soul. I was actually quite fond of her, you know. And I really hope she's up there now, looking down on us both, thinking What in under Christ?!<br> SARAH: Aye, me too, Mary.<br> MARY: No, Sarah. Look! The earrings. Look at the earrings!<br> SARAH: God, aye. I wouldn't have put a drop on her, now, she doesn't have enough neck. She'd have been better with a stud.<br> MARY: They're Mammy's. She's wearing Mammy's earrings!<br> SARAH: So they are! How did she get them?!<br> MARY: She probably swooped in like a vulture before Mammy drew her last breath. And now the oul bitch (turns to make sure no one's at the door) is getting buried in them! Has the woman no shame?!<br> SARAH: Earrings like that don't deserve to be buried alive! It's a sin!<br> MARY: She is doing this to spite us, you know.<br> SARAH: What should we do?<br> MARY: I don't know.<br> SARAH: (whispering) We could replace them with exact replicas.<br> MARY: Right. We don't have exact replicas is the thing, though.<br> SARAH: That's true enough, Mary, true enough.<br>",right,keypress(d),,,,,,,,,,,,,,,,,3,
