url,meta,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,age,gender,english,education,country,textLLM,switch,textHuman,response,response_action,,creative_humor,accept_plot,negative_diversity,original_human,accept_dialogue,creative_story,creative_characters,negative_audience,accept_edit,better_llm,negative_writers,accept_script,diminish_originality
,,Showing scenes,html.Page,4_5_0,response,275689.49999999953,1081218.0999999996,1081218.7,1081251.1,1356940.5999999996,1356945.3000000007,2025-11-29T16:57:15.760Z,1356964.5,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[Outside Erin’s house. Erin and Orla are each shoulder-strapping backpacks. Morning light.]<br> Erin: Are you sure there’s no breakfast first?<br> Orla: There’s a banana in my bag. Your Ma made the toast.<br> Erin: Fine. (slings bag) South-east for half a mile, she said. Then wait. More instructions.<br> Orla: Why south-east though? Why not just go east?<br> Erin: She’s always fancied compass points. Learned them during the Troubles, she says.<br> [They step off the porch and begin walking down the lane.]<br> Mary: (from doorway) Girls! Did you pack enough socks?<br> Erin: (calling back) Socks are in, Ma! And two bottles of water.<br> Mary: Good. And stay together. Whatever comes next.<br> Orla: (quietly) Erin, what if the instructions are stupid?<br> Erin: We’ll make them less stupid. That’s what we’re good at.<br> [They round the corner and head along a narrow road toward south-east.]<br> Orla: I hate marches like this. All this walking and nobody telling you when it's going to end.<br> Erin: Think of it like a treasure hunt. With imminent danger.<br> Orla: That’s ___ comforting.<br> [They walk past a row of closed shops, bags heavy on shoulders.]<br> Erin: Half a mile isn’t far. Shouldn’t take more than ten minutes.<br> Orla: And then?<br> Erin: Then we wait. Maybe messages. Maybe people. Whoever.<br> Orla: Promise we’ll go home if it gets mad dangerous?<br> Erin: I promise. Nothing’s worth risking you.<br> Orla: Thanks. (smiles) Now hurry up—I’m lagging behind.<br> [They continue walking, fading into the quiet street as the sky lightens.]<br>",false,"[On the street. The kids walk with their bags.]<br> Michelle: We're doing it for peace, all right, Mary. A piece of that fine Protestant ass!<br> (Erin and Michelle high-five excitedly.)<br> Clare: (disgusted) God, you are such a hypocrite, Erin.<br> Erin: No, I'm not. I just don't think there's anything wrong with some cross-community<br> Michelle: Fiddling.<br> Erin: Relations.<br> Orla: (looking at a map) So we need to head south-east for 0.5 miles and you'll receive further instructions shortly.<br> Erin: We haven't even left the estate yet, Orla.<br> Michelle: These Prods have some serious moves up their sleeves, you know. They're not as fucked up about sex as we are. They've put the work in. They know what they're doing.<br> Clare: They're people, Michelle. They're not sex toys.<br> Michelle: I beg to differ.<br> James: I'm really looking forward to making friends with some lads. (smiling)<br> Michelle: Lads aren't going to make friends with you, James. Lads make friends with other lads.<br> James: I am a lad.<br> Erin: Aye, so you are, James.<br> Clare: (taking money out of her pocket) Okay, how much money do we have?<br> Michelle: Look, the riding of the Protestants is one thing, but I don't see why we have to buy them a present. I mean they already have all the land, all the jobs and all the fucking rights.<br> Erin: Aye, Michelle. That's definitely the attitude we should have entering into this weekend.<br>",left,keypress(a),,,,,,,,,,,,,,,,,
,,interval,canvas.Screen,4_5_1,response,647.2000000011176,1356945.5,1356931.6,1356964.5,1357611.7000000011,1357616.3000000007,2025-11-29T16:57:16.431Z,1357647.5,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[Outside Erin’s house. Erin and Orla are each shoulder-strapping backpacks. Morning light.]<br> Erin: Are you sure there’s no breakfast first?<br> Orla: There’s a banana in my bag. Your Ma made the toast.<br> Erin: Fine. (slings bag) South-east for half a mile, she said. Then wait. More instructions.<br> Orla: Why south-east though? Why not just go east?<br> Erin: She’s always fancied compass points. Learned them during the Troubles, she says.<br> [They step off the porch and begin walking down the lane.]<br> Mary: (from doorway) Girls! Did you pack enough socks?<br> Erin: (calling back) Socks are in, Ma! And two bottles of water.<br> Mary: Good. And stay together. Whatever comes next.<br> Orla: (quietly) Erin, what if the instructions are stupid?<br> Erin: We’ll make them less stupid. That’s what we’re good at.<br> [They round the corner and head along a narrow road toward south-east.]<br> Orla: I hate marches like this. All this walking and nobody telling you when it's going to end.<br> Erin: Think of it like a treasure hunt. With imminent danger.<br> Orla: That’s ___ comforting.<br> [They walk past a row of closed shops, bags heavy on shoulders.]<br> Erin: Half a mile isn’t far. Shouldn’t take more than ten minutes.<br> Orla: And then?<br> Erin: Then we wait. Maybe messages. Maybe people. Whoever.<br> Orla: Promise we’ll go home if it gets mad dangerous?<br> Erin: I promise. Nothing’s worth risking you.<br> Orla: Thanks. (smiles) Now hurry up—I’m lagging behind.<br> [They continue walking, fading into the quiet street as the sky lightens.]<br>",,"[On the street. The kids walk with their bags.]<br> Michelle: We're doing it for peace, all right, Mary. A piece of that fine Protestant ass!<br> (Erin and Michelle high-five excitedly.)<br> Clare: (disgusted) God, you are such a hypocrite, Erin.<br> Erin: No, I'm not. I just don't think there's anything wrong with some cross-community<br> Michelle: Fiddling.<br> Erin: Relations.<br> Orla: (looking at a map) So we need to head south-east for 0.5 miles and you'll receive further instructions shortly.<br> Erin: We haven't even left the estate yet, Orla.<br> Michelle: These Prods have some serious moves up their sleeves, you know. They're not as fucked up about sex as we are. They've put the work in. They know what they're doing.<br> Clare: They're people, Michelle. They're not sex toys.<br> Michelle: I beg to differ.<br> James: I'm really looking forward to making friends with some lads. (smiling)<br> Michelle: Lads aren't going to make friends with you, James. Lads make friends with other lads.<br> James: I am a lad.<br> Erin: Aye, so you are, James.<br> Clare: (taking money out of her pocket) Okay, how much money do we have?<br> Michelle: Look, the riding of the Protestants is one thing, but I don't see why we have to buy them a present. I mean they already have all the land, all the jobs and all the fucking rights.<br> Erin: Aye, Michelle. That's definitely the attitude we should have entering into this weekend.<br>",,keypress,,,,,,,,,,,,,,,,,
,,trial,flow.Sequence,4_5,completion,276360.600000001,1081218,1081218.7,1081251.1,1357611.7000000011,1357616.5999999996,2025-11-29T16:57:16.431Z,1357647.5,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[Outside Erin’s house. Erin and Orla are each shoulder-strapping backpacks. Morning light.]<br> Erin: Are you sure there’s no breakfast first?<br> Orla: There’s a banana in my bag. Your Ma made the toast.<br> Erin: Fine. (slings bag) South-east for half a mile, she said. Then wait. More instructions.<br> Orla: Why south-east though? Why not just go east?<br> Erin: She’s always fancied compass points. Learned them during the Troubles, she says.<br> [They step off the porch and begin walking down the lane.]<br> Mary: (from doorway) Girls! Did you pack enough socks?<br> Erin: (calling back) Socks are in, Ma! And two bottles of water.<br> Mary: Good. And stay together. Whatever comes next.<br> Orla: (quietly) Erin, what if the instructions are stupid?<br> Erin: We’ll make them less stupid. That’s what we’re good at.<br> [They round the corner and head along a narrow road toward south-east.]<br> Orla: I hate marches like this. All this walking and nobody telling you when it's going to end.<br> Erin: Think of it like a treasure hunt. With imminent danger.<br> Orla: That’s ___ comforting.<br> [They walk past a row of closed shops, bags heavy on shoulders.]<br> Erin: Half a mile isn’t far. Shouldn’t take more than ten minutes.<br> Orla: And then?<br> Erin: Then we wait. Maybe messages. Maybe people. Whoever.<br> Orla: Promise we’ll go home if it gets mad dangerous?<br> Erin: I promise. Nothing’s worth risking you.<br> Orla: Thanks. (smiles) Now hurry up—I’m lagging behind.<br> [They continue walking, fading into the quiet street as the sky lightens.]<br>",,"[On the street. The kids walk with their bags.]<br> Michelle: We're doing it for peace, all right, Mary. A piece of that fine Protestant ass!<br> (Erin and Michelle high-five excitedly.)<br> Clare: (disgusted) God, you are such a hypocrite, Erin.<br> Erin: No, I'm not. I just don't think there's anything wrong with some cross-community<br> Michelle: Fiddling.<br> Erin: Relations.<br> Orla: (looking at a map) So we need to head south-east for 0.5 miles and you'll receive further instructions shortly.<br> Erin: We haven't even left the estate yet, Orla.<br> Michelle: These Prods have some serious moves up their sleeves, you know. They're not as fucked up about sex as we are. They've put the work in. They know what they're doing.<br> Clare: They're people, Michelle. They're not sex toys.<br> Michelle: I beg to differ.<br> James: I'm really looking forward to making friends with some lads. (smiling)<br> Michelle: Lads aren't going to make friends with you, James. Lads make friends with other lads.<br> James: I am a lad.<br> Erin: Aye, so you are, James.<br> Clare: (taking money out of her pocket) Okay, how much money do we have?<br> Michelle: Look, the riding of the Protestants is one thing, but I don't see why we have to buy them a present. I mean they already have all the land, all the jobs and all the fucking rights.<br> Erin: Aye, Michelle. That's definitely the attitude we should have entering into this weekend.<br>",,,,,,,,,,,,,,,,,,,
,,Showing scenes,html.Page,4_6_0,response,147257,1357616.7000000011,1357614.8,1357647.5,1504904.5,1504909.3000000007,2025-11-29T16:59:43.725Z,1504928.7,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[In Erin’s bedroom. Erin sits at her desk, writing in a notebook. Michelle knocks and enters.]<br> MICHELLE: What’re you writing, Erin?<br> ERIN: It’s a love story... for someone special.<br> [James slips in behind Michelle.]<br> JAMES: Ah, romance! Are you going to read it out loud?<br> ERIN: Not yet. I just used a word and they’re asking me what it means.<br> MICHELLE: Which word? Is it one of those posh words like “beguile” or something?<br> ERIN: No—it’s “bide.” I wrote: “He will bide with her until dawn.”<br> MICHELLE: Bide...? What does that even mean? Stay? Wait?<br> ERIN: Exactly, sort of. “Bide” means to stay somewhere or remain somewhere for a time… to wait.<br> JAMES: So like when Dad says he’ll bide till the craic’s over before going home?<br> ERIN: Yes, James, exactly like that—but in a romantic way, not your da’s pub habits.<br> [Mary sticks her head in the door.]<br> MICHELLE: Mam, can you help? What does “bide” mean?<br> MARY: “Bide” is like when you wait for something good—you don’t rush it. You stay patient, you hope.<br> ERIN: Thank you, Mam. Finally someone gets it.<br> JAMES: So in your story, the lad bides with the lass because he’s waiting for love, not because he’s stuck?<br> ERIN: Precisely! Get your brains in gear, James.<br> MICHELLE: Right, now I understand. Go on, read more!<br>",false,"[In the Quinn kitchen. The kids are eating junk food and writing.]<br> CLARE: (frustrated) God, this whole writing-from-the-soul carry-on is a nightmare.<br> JAMES: I know.<br> MICHELLE: What rhymes with ride?<br> CLARE: Bide.<br> MICHELLE: Bide? What the fuck does bide mean? Bide. That's not a word.<br> CLARE: It is a word, Michelle.<br> MICHELLE: Bide? You've pure made that up.<br> ERIN: Can we all be quiet? Please.<br> ORLA: (holding up a picture she drew of James) What do you think, James? You've got red eyes cause I ran out of brown.<br> JAMES: My eyes are green.<br> ORLA: Now you tell me. (she looks distraught)<br> ERIN: Okay. So, I'm trying not to think too much. Just to sort of let it flow through me.<br> MICHELLE: Aw, that's minging Erin.<br> ERIN: (annoyed) Here's what I have so far. You know we belong together, you and I, forever and ever. No matter where you are, you're my guiding star.<br> JAMES: Isn't that the theme tune to Home and Away?<br> ERIN: Is it? (frustrated) Aw, for God's sake!<br>",right,keypress(d),,,,,,,,,,,,,,,,,
,,interval,canvas.Screen,4_6_1,response,1242.700000000419,1504909.5,1504895.5,1504928.7,1506171.4000000004,1506175.9000000004,2025-11-29T16:59:44.992Z,1506195.4,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[In Erin’s bedroom. Erin sits at her desk, writing in a notebook. Michelle knocks and enters.]<br> MICHELLE: What’re you writing, Erin?<br> ERIN: It’s a love story... for someone special.<br> [James slips in behind Michelle.]<br> JAMES: Ah, romance! Are you going to read it out loud?<br> ERIN: Not yet. I just used a word and they’re asking me what it means.<br> MICHELLE: Which word? Is it one of those posh words like “beguile” or something?<br> ERIN: No—it’s “bide.” I wrote: “He will bide with her until dawn.”<br> MICHELLE: Bide...? What does that even mean? Stay? Wait?<br> ERIN: Exactly, sort of. “Bide” means to stay somewhere or remain somewhere for a time… to wait.<br> JAMES: So like when Dad says he’ll bide till the craic’s over before going home?<br> ERIN: Yes, James, exactly like that—but in a romantic way, not your da’s pub habits.<br> [Mary sticks her head in the door.]<br> MICHELLE: Mam, can you help? What does “bide” mean?<br> MARY: “Bide” is like when you wait for something good—you don’t rush it. You stay patient, you hope.<br> ERIN: Thank you, Mam. Finally someone gets it.<br> JAMES: So in your story, the lad bides with the lass because he’s waiting for love, not because he’s stuck?<br> ERIN: Precisely! Get your brains in gear, James.<br> MICHELLE: Right, now I understand. Go on, read more!<br>",,"[In the Quinn kitchen. The kids are eating junk food and writing.]<br> CLARE: (frustrated) God, this whole writing-from-the-soul carry-on is a nightmare.<br> JAMES: I know.<br> MICHELLE: What rhymes with ride?<br> CLARE: Bide.<br> MICHELLE: Bide? What the fuck does bide mean? Bide. That's not a word.<br> CLARE: It is a word, Michelle.<br> MICHELLE: Bide? You've pure made that up.<br> ERIN: Can we all be quiet? Please.<br> ORLA: (holding up a picture she drew of James) What do you think, James? You've got red eyes cause I ran out of brown.<br> JAMES: My eyes are green.<br> ORLA: Now you tell me. (she looks distraught)<br> ERIN: Okay. So, I'm trying not to think too much. Just to sort of let it flow through me.<br> MICHELLE: Aw, that's minging Erin.<br> ERIN: (annoyed) Here's what I have so far. You know we belong together, you and I, forever and ever. No matter where you are, you're my guiding star.<br> JAMES: Isn't that the theme tune to Home and Away?<br> ERIN: Is it? (frustrated) Aw, for God's sake!<br>",,keypress,,,,,,,,,,,,,,,,,
,,trial,flow.Sequence,4_6,completion,148523.90000000037,1357616.5999999996,1357614.8,1357647.5,1506171.4000000004,1506176.2000000011,2025-11-29T16:59:44.992Z,1506195.4,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[In Erin’s bedroom. Erin sits at her desk, writing in a notebook. Michelle knocks and enters.]<br> MICHELLE: What’re you writing, Erin?<br> ERIN: It’s a love story... for someone special.<br> [James slips in behind Michelle.]<br> JAMES: Ah, romance! Are you going to read it out loud?<br> ERIN: Not yet. I just used a word and they’re asking me what it means.<br> MICHELLE: Which word? Is it one of those posh words like “beguile” or something?<br> ERIN: No—it’s “bide.” I wrote: “He will bide with her until dawn.”<br> MICHELLE: Bide...? What does that even mean? Stay? Wait?<br> ERIN: Exactly, sort of. “Bide” means to stay somewhere or remain somewhere for a time… to wait.<br> JAMES: So like when Dad says he’ll bide till the craic’s over before going home?<br> ERIN: Yes, James, exactly like that—but in a romantic way, not your da’s pub habits.<br> [Mary sticks her head in the door.]<br> MICHELLE: Mam, can you help? What does “bide” mean?<br> MARY: “Bide” is like when you wait for something good—you don’t rush it. You stay patient, you hope.<br> ERIN: Thank you, Mam. Finally someone gets it.<br> JAMES: So in your story, the lad bides with the lass because he’s waiting for love, not because he’s stuck?<br> ERIN: Precisely! Get your brains in gear, James.<br> MICHELLE: Right, now I understand. Go on, read more!<br>",,"[In the Quinn kitchen. The kids are eating junk food and writing.]<br> CLARE: (frustrated) God, this whole writing-from-the-soul carry-on is a nightmare.<br> JAMES: I know.<br> MICHELLE: What rhymes with ride?<br> CLARE: Bide.<br> MICHELLE: Bide? What the fuck does bide mean? Bide. That's not a word.<br> CLARE: It is a word, Michelle.<br> MICHELLE: Bide? You've pure made that up.<br> ERIN: Can we all be quiet? Please.<br> ORLA: (holding up a picture she drew of James) What do you think, James? You've got red eyes cause I ran out of brown.<br> JAMES: My eyes are green.<br> ORLA: Now you tell me. (she looks distraught)<br> ERIN: Okay. So, I'm trying not to think too much. Just to sort of let it flow through me.<br> MICHELLE: Aw, that's minging Erin.<br> ERIN: (annoyed) Here's what I have so far. You know we belong together, you and I, forever and ever. No matter where you are, you're my guiding star.<br> JAMES: Isn't that the theme tune to Home and Away?<br> ERIN: Is it? (frustrated) Aw, for God's sake!<br>",,,,,,,,,,,,,,,,,,,
,,Showing scenes,html.Page,4_7_0,response,200079.1000000001,1506176.3000000007,1506178.65,1506195.4,1706274.5,1706279.5,2025-11-29T17:03:05.096Z,1706309.5,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",false,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",left,keypress(a),,,,,,,,,,,,,,,,,
,,interval,canvas.Screen,4_7_1,response,805.7000000011176,1706279.7000000011,1706276.6,1706309.5,1707115.2000000011,1707119.8000000007,2025-11-29T17:03:05.937Z,1707142.5,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",,keypress,,,,,,,,,,,,,,,,,
,,trial,flow.Sequence,4_7,completion,200919.8000000012,1506176.3000000007,1506178.65,1506195.4,1707115.2000000011,1707120.2000000011,2025-11-29T17:03:05.937Z,1707142.5,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",,,,,,,,,,,,,,,,,,,
,,Loop,flow.Loop,4,completion,1617433.2000000011,89660.90000000037,89664.892,89682,1707115.2000000011,1707120.4000000004,2025-11-29T17:03:05.937Z,1707142.5,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Post task,html.Page,5,form submission,22469.400000000373,1707120.5,1707109.468,1707142.5,1729611.9000000004,1729612.0999999996,2025-11-29T17:03:28.429Z,1729693.04,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Post task questionaire 1,html.Page,6,form submission,39818.66000000108,1729612.2000000011,1729693.04,1729693.04,1769511.7000000011,1769512,2025-11-29T17:04:08.329Z,1769574.8,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,,,,,,,,,,,,,,61,33,86
,,Post task questionaire 2,html.Page,7,form submission,106222.40000000107,1769512.2000000011,1769542.5,1769574.8,1875797.2000000011,1875797.8000000007,2025-11-29T17:05:54.615Z,1875823.5,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,32,70,72,95,63,60,71,33,67,32,63,29,83,,,
,,End,canvas.Screen,8,timeout,500.89999999990687,1875798.0999999996,1875791.028,1875823.5,1876291,1876291.9000000004,2025-11-29T17:05:55.110Z,1876324.4,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,root,flow.Sequence,,completion,1875557.6,730,732.632,733.4,1876291,1876292.5,2025-11-29T17:05:55.110Z,1876324.4,QU6RRpzbf9,full,the-manuscript-study,69299244a99d9e200d04a72a,participant,hcpib6bxmikicoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,
url,meta,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,age,gender,english,education,country,textLLM,switch,textHuman,response,response_action,,creative_humor,accept_plot,negative_diversity,original_human,accept_dialogue,creative_story,creative_characters,negative_audience,accept_edit,better_llm,negative_writers,accept_script,diminish_originality,competency,attitude,impact,number
