num_lines,summary,scene
26,Orla and Joe have arrived at the school hall. Joe and Orla are dancing a full fifties dance routine. Clare watches as her two dates start arguing. Kris is seeing a girl called Mae from Donegal.,"[In the school hall. A 1950s-style dance is underway. Orla in a poodle skirt, Joe in a leather jacket. They’re performing some slick swing moves as a small crowd watches.]

Line 1  
Orla: (twirling Joe) Bet you didn’t think I had this in me, Granda?

Line 2  
Joe: Don’t matter where you learnt it, lass — you’re nailing it!

Line 3  
[They spin under Joe’s arm. Suddenly Clare enters, flanked by two boys — Tommy and Sean, both dressed for the dance.]

Line 4  
Clare: (frowning) Oh, here we go…

Line 5  
Tommy: Clare, you’re glowing tonight. Who taught you to two-step like that?

Line 6  
Sean: (interrupting) Don’t mind him, Clare — I imagine it’s Mae’s influence?

Line 7  
Clare: Mae? What has Mae got to do with—?

Line 8  
Sean: Kris has been hanging about with her from Donegal, singing all sorts of romantic nonsense.

Line 9  
Tommy: I thought you were exclusively seeing me, Clare.

Line 10  
Sean: Not exclusive, apparently.

Line 11  
Kris: (approaching with Mae, hand in hand) Are we interrupting something?

Line 12  
Mae: Hi Clare. I’ve heard a lot about you.

Line 13  
Clare: Kris— Mae! Didn’t expect to see ya here.

Line 14  
Tommy: So that’s it, then? Kris is dancing with a Donegal girl now?

Line 15  
Sean: Makes a change from Clare, I suppose.

Line 16  
Mae: Kris told me nothing is settled — isn’t that right?

Line 17  
Kris: I told you. I like you, Mae. But I also care about Clare. I didn’t mean to upset anyone.

Line 18  
Clare: (hurt) Upset? You told Mae we were just friends. To me, it felt different.

Line 19  
Sean: (scoffs) Feelings are messy, aren’t they?

Line 20  
Orla: (calling out to Joe mid dance) Joe, hold on a minute—look over there!

Line 21  
Joe: (pauses partner) What is it now?

Line 22  
Orla: That’s Clare. She looks like she’s about to burst.

Line 23  
Mae: I’m sorry, Clare. I didn’t mean to come between you two.

Line 24  
Kris: (taking Clare’s hand) Clare, I never lied about what I felt. I was scared, that’s all.

Line 25  
Clare: (softening) Maybe… maybe we talk after the dance?

Line 26  
[Outside the circle, Orla and Joe resume dancing. Clare watches, Mae beside her, Kris just behind. Sean and Tommy slink away, music swells.]"
17,James won't go to the prom because it clashes with Doctor Who night. Clare was going to ask James to be her date but it's complicated for her as he's a lesbian.,"[In the Quinn living room. Clare is sitting on the sofa, James reading a comic. Erin enters, overhearing them.]

1. Erin: What are you two sulking about?

2. Clare: Nothing, Erin, really.

3. James: Clare wanted to ask me something—but, well, it’s a bit awkward.

4. Erin: Is this about prom?

5. Clare: Yes.

6. James: The prom is the same night as Doctor Who night.

7. Erin: Seriously? That’s tragic.

8. Clare: I was going to ask you to go with me, James.

9. James: I know. I just… I’m a lesbian, Clare. Prom feels like a different kind of asking out.

10. Clare: Right. I didn’t think straight about that. I just thought…

11. James: I know, Clare. And I’m flattered—it’s sweet.

12. Erin: So what’re you going to do?

13. James: I won’t go to prom. I’ll stay home and watch Doctor Who.

14. Clare: I get that. I’m sorry if I made this complicated.

15. Mary (off-stage, calling): Erin! Are you in there? Dinner’s ready!

16. Erin: (loud whisper) I vote Doctor Who night.

17. Clare: Me too—just keep the time open, James.

[They share a small smile as Erin exits to call Mary, Clare and James sit quietly, slightly awkward but closer.]"
19,"Clare, Erin, Michelle, James, Orla and Mae are in a dress shop. Erin likes the pink dress the most, while Orla is torn between the purple and orange jumpsuit and the blue one.","[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]

Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.

Mae: It’s very… pink. Like candy floss pink. Are you sure?

Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?

James: Pink’s good. Shows you mean business—or bubblegum. Depends.

Michelle: Erin, you’ll turn heads in that. I like it.

Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.

Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.

Orla: Hey! Rainbow vomit is very in this season… maybe.

Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.

Clare: True. But loud can be lovely. Depends on how you carry it.

Michelle: (to Orla) Try them both on, see which feels better.

James: And whichever gets fewer comments from aunties at Mass, that’s the one.

Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.

Erin: (twirls in pink dress) See? Pink is perfection.

Mae: Erin, slow down or you'll spin yourself dizzy.

Clare: Let’s guess how many people you’ll make jealous in that dress.

Michelle: I vote seven. Seven jealous people.

James: Minimum. At least half of the school.

Orla: (coming out in blue dress) What about this?

Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.

Michelle: Yes! That one’s a winner.

Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case."
23,"Mae wants to buy a red dress for prom, but it's been left over for someone else. Jenny took the red one.","[In the McKenna living room. Mae is frantically rummaging through her wardrobe. Mammy sits knitting in a chair.]

Mae: Mammy, where is it? The red dress—my prom dress! I know I left it here.

Mammy: Calm yourself, Mae. You were told to hang it up. It's not fair to lose things in the chaos.

Mae: (yelling) I didn’t lose it! Someone took it. Jenny has it. I saw her in it yesterday.

Mammy: Jenny? Your friend Jenny? Why on earth would she—

Mae: Because she told everyone she loved my dress. And then, Mammy… she wore it. At Mark’s party.

Mammy: Aw, Mae. That’s… somethin’. Did you speak to her?

Mae: (glares) Not yet. I was too mad. Thought I’d come home and it’d be here. But it’s gone.

[Door slams. Jenny enters, carrying a bag.]

Jenny: Hiya, Mae! Thought I’d bring the extra snack for drama club.

Mae: (coldly) Oh. Snacks. Nice of you.

Jenny: What’s wrong?

Mammy: Mae thinks you have her red dress.

Jenny: (shocked) Mae, I—no! I haven’t taken it. I borrowed it for the party, Mammy.

Mae: Borrowed! Without asking! That’s not borrowing, it’s theft.

Jenny: I asked your cousin last week! I was told she’d lend it if I really needed it. I thought it was okay.

Mae: You thought? The dress has my name on the label!

Mammy: Girls, girls. Sit down. Let’s hear the full story.

Jenny: Mae, I did wear it at Mark’s. It fitted great. But I meant to bring it back today. I just… forgot.

Mae: Of course you forgot. Now everyone thinks it’s yours.

Jenny: I’ll take it off if you want.

Mae: No. It wouldn’t fit now. And the sequins fell off.

Mammy: Jenny, go get the dress and show Mae what state it’s in. Be honest.

Jenny: (huffs, walks to Mae’s room) I’ll get it.

Mae: (to Mammy) I should’ve guarded it like a saint.

Mammy: You must learn trust, Mae. But boundaries too.

[Jenny returns, dress in hand. Dress is wrinkled.]

Jenny: Here. I’m sorry. See? Not perfect.

Mae: (examining) It’s a mess. But thanks for bringing it back.

Jenny: I’ll pay to fix the sequins. And I won’t wear it again without asking.

Mae: (softens) Fine. And next time, ask me.

Mammy: That’s all we ask. Promise kept.

Jenny: Promise.

Mae: (sighs) Well, I suppose this means finding a new plan for prom shoes.

Jenny: I can help you pick. Something better than yesterday’s sneakers?

Mae: (smiles reluctantly) Yes. Definitely better than that.

Mammy: That’s my girls. Now pass me that knitting—off we go to hunt for glamour."
29,"Jenny organises the prom. Erin is going with her new friend, Erin's from Donegal. The prom is rigged and Jenny is trying to win it. Erin doesn't need this and decides to skip it.","[At Erin’s kitchen. Erin is pacing; Mary is ironing; Orla is poking at a bowl of porridge.]

1. Erin: I’m telling you, Mammy, Jenny’s up to something with this prom.

2. Mary: What do you mean, Erin?

3. Orla: She means she’s organising it, Mammy. She’s very proud. Like she’s the Queen of the School.

4. Erin: Exactly. And when Jenny gets proud, she does things behind your back—rigs things.

5. Mary: Rigging a prom? That’s a serious claim, girl.

6. Orla: Erin’s new friend—what’s her name again?

7. Erin: Aoife. She’s from Donegal. She says Jenny asked her to vote for Jenny in the prom royal court.

8. Orla: The royal court, Erin? Are we back in medieval times?

9. Erin: Well, that’s how she’s acting. A girl who promised fairness, but there’s whispering in the hallway, promises, bargains…

10. Mary: And Aoife believes Jenny?

11. Erin: She does. But I don’t need this drama, Ma. I’d rather skip the whole thing.

12. Orla: Skip the prom? Erin, your dad paid for the ticket.

13. Mary: I don’t like the sound of Jenny being sly.

14. Erin: It’s not just that—last week, Jenny said she was giving out voting papers fairly. Aoife told me she watched Jenny stuff some extra slips in.

15. Orla: That is sly.

16. Mary: If that’s true, Jenny should be called out. Has anyone seen this?

17. Erin: Aoife saw. Claire saw. But everyone’s scared of Jenny’s crowd.

18. Orla: Why are teenagers always either in a crowd or terrified of one?

19. Mary: Erin, are you certain you want to skip? Wouldn’t it be easier to expose Jenny at the prom?

20. Erin: Maybe. But I don’t want to fight. I just want a night that’s real—to dance, to laugh, not whisper behind veils of votes.

21. Orla: You could use humor—call her bluff in front of everyone.

22. Erin: I don’t need to be prom queen. I need to be me.

23. Mary: That’s right. If Jenny wants a crown, let her have it. But I’ll not see my daughter walking into a trap.

24. [Doorbell rings]

25. Jenny: (outside, calling) Erin! Erin, are you there?

26. Erin: (sighs) She’s here.

27. Jenny: Erin! You coming out?

28. Erin: (opening door) No, Jenny. I’m not going. And I won’t be part of something rigged.

29. Jenny: What? You can’t do that—you’ll look weak—

Erin: Better weak than fake. (Closes door and walks away)"
17,The Clintons might be in Burt. Bill is going to the chapel. A taxi dispatcher from Burt ordered a car to bring Bill to mass.,"[In the Quinn living room. Mary is ironing Erin’s uniform. Orla is reading a parish bulletin.]

Line 1  
Mary: Erin, you’d best hurry—Mass starts in fifteen. Have you seen Bill?

Line 2  
Erin: Bill? He’s been gone all morning. I reckon he’s headed to chapel already.

Line 3  
Orla: (looking up) I heard something on the radio. The Clintons might be in Burt.

Line 4  
Mary: Saints preserve us. The Clintons in Burt is bad enough—what are they after now?

Line 5  
(Bill enters, looking bewildered. A taxi driver’s cap in hand.)

Line 6  
Erin: Where’ve you been? We thought you’d left for Mass.

Line 7  
Bill: I was picked up—Taxi from Burt. Dispatcher said they needed me at chapel.

Line 8  
Mary: What do you mean “they needed you”? For what part of the service?

Line 9  
Bill: I’m supposed to read a passage. Some request from the parish—they said they sent for someone dependable.

Line 10  
Orla: (sniffs) Dependable? More like someone handy to hang onto when the Clintons roll in.

Line 11  
Mary: Well, if the Clintons are coming, we’ll need to be on our best behaviour.

Line 12  
Bill: The dispatcher seemed nervous. Kept mentioning “feeling the air stiff” in Burt.

Line 13  
Erin: Air stiff? Sounds like trouble brewing—politics or otherwise.

Line 14  
Mary: Don’t you go mixing politics with the holy, Erin. Mass isn’t the place.

Line 15  
Orla: Yet they drag us into it all the same—crossfire comes in many garments.

Line 16  
Bill: Whatever they want, I’ll read the passage as asked. God alone knows my heart’s in the right place.

Line 17  
(They exit together toward the chapel. Mary murmurs nervously.)  
Mary: May it be good, not scandalous."
21,"Man introduces the President of the United States of America. Michelle, Erin, Clare, James and Bill Clinton are in a crowd.","[Outdoor stage, a political rally. A MAN in a sharp suit stands at a podium flanked by flags. The crowd includes Michelle, Erin, Clare, James, and Bill Clinton. Erin and James are craning their necks; Clare looks excited.]

Man: Ladies and gentlemen, it is my greatest honour to introduce—  
(A small drumroll)  
—the President of the United States of America!

Erin: (elbows James) Is that really him, James? Look at that hair.  

James: I’d know those ears anywhere.  

Clare: (to Michelle) I can’t believe we got tickets!  

Michelle: (smiling nervously) Aye, but you know how these things go—everyone screaming and fainting.  

Bill Clinton: (stepping forward from the crowd, waving) Thank you! Thank you all!

Erin: (gasps) He’s here! Mr. President!  

Bill Clinton: (into microphone) Thank you for welcoming me today.  
I’ve heard tales of Belfast’s spirit, its strength—and its heart.

Clare: Heart. I like hearing that.

Erin: And what about the bombs? What about the bridges?  

Michelle: Erin—shimmy down. You’re embarrassing us.  

James: She has a point though.  

Bill Clinton: We must build more than roads; we build trust.  
We must lift fear off shoulders and let young voices be heard.

Man: (off-camera) Mr. President, your schedule—  

Bill Clinton: I insist this audience stays as long as needs be.  
Change doesn’t come with silence.

Erin: (cheering) Hear, hear!  

Clare: (joins in) Aye! Let them talk!

Michelle: (claps) Well said, sir.

James: Think Mam would believe this if I told her I shook hands with the President?

Bill Clinton: (points toward Erin and James) And you—young people—are the heartbeat of peace.  
Never let anyone tell you you have no power.

Erin: I believe that.  

Clare: Me too.  

[As applause rises, Erin and Clare exchange triumphant smiles. James looks awed. Michelle wipes a tear.]"
19,The President of the United States of America is coming to Derry tomorrow. Schools across the city are marking it as a public holiday. Sister Michael is worried that the visit will give the Pope ideas.,"[INT. NOLAN KITCHEN – MORNING]

Erin: Mammy, the whole city’s buzzing—they’re closing schools tomorrow. The President of the United States is coming to Derry.

Mary: What? The President? Here?

Orla: Sure, Erin, who else could they mean? Obama? Trump? Some chap who sells burgers?

Erin: No, Orla—President of the USA. He’ll be visiting. Everything’s shut down.

Gerry: Public holiday, they’re saying. Every school. Mary, have you heard?

Mary: First I hear of it. And just when I found a decent bit of peace!

Granda Joe: And now they’ll crowd the streets, she’ll catch me without a hat—face sunburnt.

Sarah: Can’t be doing with that nonsense. And blocking off the roads and all that.

[INT. SISTER MICHAEL’S OFFICE – LATE MORNING]

Sister Michael: Entrance.

Mary: Morning, Sister Michael. We thought we’d see you about this new holiday business.

Sister Michael: Yes, well. The President coming is... monumental. But I’ve concerns.

Erin: What kind of concerns? Is the Pope visiting after him?

Sister Michael: Exactly my fear, Erin. Give the Pope ideas—next thing you know, rosaries everywhere, extra holy days, masses nonstop.

Granda Joe: That’d upset the balance.

Sarah: Mammy’s already frightened her garden shed will get converted into a chapel.

Mary: Sister Michael, sure we like our faith and all, but I don’t need the church running every minute of the clock.

Sister Michael: It’s about precedent. If we start closing schools for heads of state—

Erin: Mammy, you’ll get a lie in tomorrow!

Mary: Don’t you tempt me.

Orla: (licking spoon) Is there cake for this holiday? You know I celebrate with cake.

[They all look at Sister Michael.]

Sister Michael: I’ll speak to the bishop. Try to keep things under control. But yes—expect grand gestures.

Erin: Grand gestures? Mammy, gran, would you rather see the Pope or the President first?

Mary: Don’t be ridiculous, Erin. Both give me palpitations."
25,"Clare, Michelle, Erin, Orla and James are angry at Chelsea. They are planning to play truant in protest against her.","[In the Quinn kitchen. Clare, Michelle, Erin, Orla and James clustered around the table. James tapping angrily on mug; Orla reading something on phone.]

Erin: I’m telling you, she’s gone too far this time. Chelsea thinks she's queen of the school.

Clare: Aye, and we’re the peasants in her court. It’s not fair.

Michelle: She was slaggin’ me in front of everyone yesterday. Said I look like I slept in my uniform.

James: She’s been acting the maggot since the start of term.

Orla: Fine, what are we doing about it? Complaining never worked before.

Erin: We’ll teach her a lesson. A lesson she’ll never forget.

Clare: Are you thinkin’ what I’m thinkin’?

Michelle: Sicknote from Mam? Disappearing to the loo forever?

James: No. Truant.

Orla: You mean… skip school? All of us?

Erin: A protest. We don’t go in. Not one of us. She won’t know what hit her.

James: My Ma’ll kill me.

Clare: She won’t know where I am, anyway. Trust me, I’ve got it sorted.

Michelle: And what about homework? Teachers notice absence.

Erin: We’ll tell ‘em we’re sick. All of us. A grand conspiracy.

Orla: I like this. Feels revolting but... cathartic.

James: I’m in. But where do we go?

Clare: To the common area near the bridge. Sit comfy, bring snacks. Make a scene.

Michelle: Brilliant. Public protest truanting. As if!

Erin: We’ll take signs. “Chelsea’s Cruelty Off Duty”, that sort of thing.

Orla: I’ll make flyers on my phone. With Chelsea’s face and slogans.

James: You’re savage, Orla.

Erin: Don’t worry, we’re not cruel. Just making a point.

Clare: So tomorrow, first bell, not there. Got it?

All together: Got it.

Michelle: Erin—

Erin: Yeah?

Michelle: Promise you’ll stay with us. No backing off.

Erin: Promise.

Orla: God, I can’t wait to see the look on her face.

James: This is going to be epic.

[They lean in, whispering excitedly, plotting.]

Clare: Everyone ready? Tomorrow morning… revolution."
16,"Gerry, Jim, Joe and Colm are in the car. They are wondering why Bill Clinton was brought to Burt. Uncle Colm explains that he is American's thirty-fifth president, whereas JFK was the twenty-eighth.","[Inside Gerry’s old hatchback, afternoon. Gerry is driving. Jim in front passenger seat. Joe and Uncle Colm in the back.]

Gerry: So, I still don’t get it – why’d they bring Bill Clinton to Burt’s funeral?

Jim: Aye, Gerry, sure I thought he was still President or something spectacular like that.

Joe: Clinton’s from over there, is he? America, isn’t it? What business has he got with Burt?

Colm: Right, lads. Settle down. Bill Clinton was the thirty‐fifth President of the United States.

Jim: Thirty‐fifth, you say? Didn’t JFK get shot? He was like number… what was he?

Colm: JFK was the twenty‐eighth. Thirty‐fifth was Clinton—William Jefferson Clinton, served 1993 to 2001.

Gerry: Jesus, Colm, you're like a walking history book. So Clinton’s way after Kennedy.

Joe: I thought Kennedy was like, after World War II, but before Vietnam?

Jim: Exactly, Joe. Kennedy was much earlier. Clinton won later elections. So what’s the link with Burt now?

Colm: Well, that’s the thing – there’s no real link. They brought Clinton ’cause Burt was big on charity, had connections. They wanted someone international.

Gerry: Charity, fair enough. But still, seems a bit over the top.

Jim: Ye think maybe they just wanted the prestige? A big name to show they mean business.

Joe: Or maybe Burt paid for it. That kind of funeral don’t come cheap with ex‐Presidents turning up.

Colm: Could be any of those. But bring it back home – makes us wonder about our own politics, our own leaders.

Gerry: True enough. Though I’ll never understand why Americans number their Presidents the way Colm just did.

Jim: It’s like collecting football cards, but you're voting them in instead of trading them.

Joe: Next thing you know, they’ll be giving numbers to pets. “This is Rufus, he’s the forty-second dog of the house.”

Colm: (laughs) Right, that I’d pay to see. But let's just say, Clinton being thirty-fifth and JFK being twenty-eighth – that’s how the lineage runs. And Burt wanted to honour that kind of legacy."
20,Gerry and Granda Joe are driving back from Roscarna Road. They pass the same 'WELCOME TO BURT' sign that they passed the previous night. They are back in the same place.,"[In Gerry’s car, evening. Gerry driving, Granda Joe in the passenger seat. They pass the “WELCOME TO BURT” sign.]

Gerry: There it is again. Welcome to Burt. You’d think by now I’d know the place like the back of me hand.

Granda Joe: (peering out) That sign looks the same as last night, Gerry. Maybe we’re stuck in a loop.

Gerry: Oh come on, Joe. Don’t start with your conspiracy theories now.

Granda Joe: I’m only saying. The road looked different, the lamp posts new. Or maybe it’s just my eyesight.

Gerry: Probably your eyesight. Or your head. Did you sleep at all?

Granda Joe: Slept like a baby. Woke up every two hours screaming.

Gerry: (sighs) You had the fire alarm in your dreams again.

Granda Joe: I told you, it wasn’t a dream. I could hear bombs.

Gerry: Bombs? This isn’t Belfast, Joe.

Granda Joe: In my mind it is. These roads, these signs — they all bring me back.

Gerry: You’re too old for this, Pops.

Granda Joe: And what about you, Gerry? You think I’m the only one haunted?

Gerry: I’m just glad the girls are asleep. If Erin saw this sign again, she’d have something to say.

Granda Joe: Orla’d probably write a poem. Erin’d want to debate it.

Gerry: That’s exactly it. Erin—always with her arguing, her questions. You never quiet are you, Erin?

Granda Joe: Not like me. I’m quiet now. Quiet is dangerous.

Gerry: (glancing at him) You still planning on going to Roscarna Road tomorrow?

Granda Joe: Aye. Something didn’t sit right with me there.

Gerry: You think there’s more to this place than just memories and walls?

Granda Joe: There’s always more, son. Always more.

Gerry: (pulling over) I’ll stop. You want a cigarette?

Granda Joe: If you like. Let’s sit here a moment. Look at that sign again. Let it sink in.

Gerry: (turns off engine) Welcome to Burt.

Granda Joe: (softly) Welcome home."
